key,en,ar
SDN-942B69992162-658B74043765-X-372262,Kol,كول
SDN-942B97861395-658B91404659-X-434478,Waral,ورل
SDN-942B91082353-658B90307628-X-378837,Amugu,أمغأ
SDN-942B97861395-658B29973886-X-374164,Ḩammādī,حمّادي
SDN-942B11096066-658B86367930-X-373206,El Kabbashi,كبّش
SDN-942B97861395-658B53081734-X-367617,Saragia,
SDN-942B93854462-658B54406774-X-374470,Habīlah,هبيلة
SDN-942B97552203-658B23025246-X-380509,Abū Shāmah,أبو شامة
SDN-942B51960613-658B22792001-X-364262,Wad al Mansi,ود المنس
SDN-942B90817386-658B3360231-X-7024736,Qaryah ‘Ishrūn,قرية عشرون
SDN-942B51960613-658B786718-X-364318,Wad Ādam,ود آدم
SDN-942B91082353-658B282942-X-377960,Babarros,ببرّوس
SDN-942B97552203-658B51401791-X-368229,Rahad al Ghannāyah,رهد الغنّاية
SDN-942B82453041-658B49381066-X-375492,Far‘ al Habīl,فرع الهبيل
SDN-942B1690804-658B45814631-X-374046,Harhassa,هرهسّ
SDN-942B91082353-658B282942-X-379978,Agoramundi,أغورمند
SDN-942B53073919-658B47689734-X-378979,Al ‘Ulayqah,العليقة
SDN-942B11858188-658B23760782-X-375700,Faḑl as Sīd,فضل السيد
SDN-942B80268870-658B14038138-X-380642,Abū Qawī,أبو قوي
SDN-942B69992162-658B5492704-X-375015,Geifil,El Geifil
SDN-942B2883900-658B65143818-X-367913,Runga,رنغأ
SDN-942B2883900-658B55313236-X-370865,Maḩbūbah,محبوبة
SDN-942B97861395-658B90615655-X-7031453,Al Kurtale,Al Kurtale
SDN-942B1690804-658B26042026-X-367127,Sheiga,إشإغأر
SDN-942B3923818-658B20365797-X-7746993,Fatara,
SDN-942B86275988-658B15910067-X-368870,Oda,ود
SDN-942B51960613-658B51623620-X-376237,Dubaysah,دبيسة
SDN-942B97861395-658B99970676-X-363951,Wa‘r,وعر
SDN-942B51960613-658B786718-X-375023,Gefeil,
SDN-942B93854462-658B67199928-X-376192,Duju,دج
SDN-942B91082353-658B282942-X-369797,Muguf,مغأف
SDN-942B51960613-658B786718-X-376618,Degeisab,
SDN-942B97861395-658B73116180-X-7029710,Hillat ash Shisha,هلّة الشش
SDN-942B11096066-658B16705481-X-6992701,Hillat Jaden,Hillat Jaden
SDN-942B11858188-658B23760782-X-364281,Wad al Ḩūrī,ود الحوري
SDN-942B80268870-658B14038138-X-377918,Bagarosi,بغأروس
SDN-942B51960613-658B77015060-X-374254,Ḩamad,حمد
SDN-942B69992162-658B37698204-X-364579,Umm Sirḩān,أمّ سرحان
SDN-942B6749338-658B87589856-X-380057,Affat,العفاض
SDN-942B97552203-658B7044114-X-365104,Umm Gamur,أمّ غأمر
SDN-942B69992162-658B5492704-X-370493,Marakha,مرخ
SDN-942B53073919-658B47689734-X-7028929,Karkaj,كركج
SDN-942B11096066-658B38962047-X-364754,Umm Rabah,أمّ ربة
SDN-942B69992162-658B75251993-X-380263,Adara,أدر
SDN-942B11096066-658B16705481-X-6991866,Hillat al Kambo,هلّة الكمبو
SDN-942B1690804-658B84287182-X-7751665,Salinga Abdallah,سلنغأ أبدلّة
SDN-942B53073919-658B95748812-X-7029132,Karkab,كركب
SDN-942B97861395-658B73116180-X-7029597,Sharanqul,شرنقل
SDN-942B97552203-658B36248286-X-364662,Umm Sayyāl,أمّ سيّال
SDN-942B97552203-658B38442198-X-365179,Umm Deibun,أمّ دبّن
SDN-942B2883900-658B65143818-X-7033670,Misher‘āt,Misher‘āt
SDN-942B80268870-658B49744868-X-7023149,El Konoz,El Konoz
SDN-942B53073919-658B47689734-X-7028898,Al Qeqam,Al Qeqam
SDN-942B2883900-658B65201614-X-366576,Tabat,تبت
SDN-942B97861395-658B65612712-X-377180,Bugra,بغر
SDN-942B86275988-658B34506299-X-7040665,Tirba,ترب
SDN-942B80268870-658B49744868-X-443972,Hillat Qadaw,هلّة قدو
SDN-942B80268870-658B14038138-X-7014913,Eshagara,Eshagara
SDN-942B80268870-658B49744868-X-444018,Ash Shekab,Ash Shekab
SDN-942B6749338-658B55920549-X-374100,Hannek,Ashaw Ḥannek;Ashaw Hannek
SDN-942B80268870-658B60481889-X-369820,Hillat Midesisa,مديسيسة
SDN-942B97861395-658B91404659-X-6979531,Tungul,تنغأل
SDN-942B97861395-658B53081734-X-368394,Qandil,قنديل
SDN-942B51960613-658B786718-X-365256,Inbijek,Inbijek
SDN-942B80268870-658B49744868-X-443971,Hillat ed Darqab,Hillat ed Darqab
SDN-942B6749338-658B87167729-X-373113,Kagnarti,كغنرت
SDN-942B97861395-658B73116180-X-7029649,Dari Kakay,در ككي
SDN-942B80268870-658B60481889-X-443931,Esh Shokaba,Esh Shokaba
SDN-942B51960613-658B59992430-X-369048,Nur Wad ‘Araki,نر ود عرك
SDN-942B86275988-658B26102505-X-366850,Singeiwa,
SDN-942B86275988-658B26102505-X-366850,Singeiwa,
SDN-942B3923818-658B10289929-X-367464,Selenyi,
SDN-942B80268870-658B14038138-X-444141,Hillat Abu Senon,Hillat Abu Senon
SDN-942B3923818-658B20365797-X-7750966,Kusi,كس
SDN-942B1690804-658B28872194-X-374582,Gungo ‘Alī Ya‘qūb,غأنغو علي يعقوب
SDN-942B3923818-658B75219108-X-8390873,Dign’o,
SDN-942B80268870-658B60481889-X-444014,Hillat el Hawawiet,Hillat el Hawawiet
SDN-942B97861395-658B73116180-X-7029635,Hillat Kallara,هلّة كلّر
SDN-942B88867350-658B88867350-X-374706,Gong Limok,غونغ لموك
SDN-942B91082353-658B90307628-X-378830,Amurdello,
SDN-942B2883900-658B27701575-X-373463,Jabal Mayyah,جبل ميّة
SDN-942B91082353-658B90307628-X-375408,Fāzūghlī,فازوغلي
SDN-942B97861395-658B73116180-X-6979664,Qifel,Qifel
SDN-942B69992162-658B75251993-X-374458,Hablul,هبلل
SDN-942B53073919-658B31729364-X-378137,At Tur‘ah,الترعة
SDN-942B11096066-658B16705481-X-6991939,Hillat al Kobor,هلّة الكوبور
SDN-942B1690804-658B26313129-X-363821,Widn Barid,ودن برد
SDN-942B1690804-658B59643855-X-7746711,Duggu,دغغأ
SDN-942B80268870-658B60481889-X-7023736,El Qoz Foq,El Qoz Foq
SDN-942B93854462-658B84587935-X-367653,Sangir,سنغإر
SDN-942B1690804-658B90950158-X-370349,Maţar,مطر
SDN-942B51960613-658B59992430-X-374017,Ḩasanāb,حسناب
SDN-942B51960613-658B51623620-X-7026129,Al Lid,اللد
SDN-942B93854462-658B86266976-X-376079,Durti,
SDN-942B2883900-658B61672055-X-376619,Degeilat,
SDN-942B53073919-658B95748812-X-379656,Al Bāḩ,الباح
SDN-942B51960613-658B22792001-X-373812,Hizawi,هزو
SDN-942B97861395-658B53081734-X-375057,Gawadalia,غأودلأ
SDN-942B51960613-658B51623620-X-364105,Wad Lemeid,ود لميد
SDN-942B53073919-658B51731802-X-7026000,Um Badda,أم بدّ
SDN-942B3923818-658B61371907-X-7754686,Kulmo,كلمو
SDN-942B97552203-658B51401791-X-378687,An Nūr Mūsá,النور موسى
SDN-942B93854462-658B86266976-X-372023,Kudumi,
SDN-942B82453041-658B50409695-X-370028,Mireigha,Miregha
SDN-942B11096066-658B16705481-X-6991925,Hillat Ed Assireh,Hillat Ed Assireh
SDN-942B90817386-658B3360231-X-7024831,Qaryah Thalāthata ‘Ashar,القرية 13
SDN-942B97552203-658B38442198-X-378705,An Nişf,النصف
SDN-942B51960613-658B15336674-X-370886,Mahala,مهل
SDN-942B93854462-658B84587935-X-373613,‘Idd es Semi,عدّ السم
SDN-942B86275988-658B7364354-X-380703,Abu Leileiya,أبو ليلاية
SDN-942B86275988-658B5901406-X-373998,Hashābah,هشابة
SDN-942B53073919-658B51731802-X-7025996,As Siqerāb,As Siqerāb
SDN-942B3923818-658B10289929-X-371503,Leili,ليلي
SDN-942B80268870-658B42379236-X-363876,Wawissi,ووسّ
SDN-942B69992162-658B5492704-X-365125,Umm Erig,
SDN-942B97552203-658B67351362-X-380503,Abū Shanab,أبو شنب
SDN-942B93854462-658B34022269-X-377963,Babunus,ببنوس
SDN-942B80268870-658B49744868-X-443902,Banat,بنت
SDN-942B51960613-658B15786683-X-7026201,Al Kiremtāt,Al Kiremtāt
SDN-942B1690804-658B26313129-X-370423,Martei,
SDN-942B69992162-658B74043765-X-368055,Ar Rimta,الرمت
SDN-942B80268870-658B42379236-X-7011061,Salabra,سلبر
SDN-942B51960613-658B77015060-X-370885,Maḩālah,محالة
SDN-942B82453041-658B45854223-X-379889,‘Ajab Allāh,عجب الله
SDN-942B11858188-658B15874813-X-7024710,Qaryat al Khalwat,قرية الخلوت
SDN-942B6749338-658B12204731-X-377656,Barkal,بركل
SDN-942B1690804-658B65009750-X-363809,Wimalowgila,وملووغإل
SDN-942B51960613-658B51623620-X-6991751,Kambo Arrev,Kambo Arrev
SDN-942B1690804-658B26313129-X-373625,‘Idd al Guddeim,
SDN-942B53073919-658B4455443-X-7504239,Dar as Salam Algharbiyya,در السلم ألغربيّ
SDN-942B3923818-658B10289929-X-7755315,Zuli,زل
SDN-942B51960613-658B77015060-X-364529,Umm Tartara,أمّ ترتر
SDN-942B1690804-658B49492240-X-374004,Hashāb,هشاب
SDN-942B53073919-658B44321525-X-6854138,An Nuzul,النزل
SDN-942B80268870-658B14038138-X-444147,Ab Ajaj,أب أجج
SDN-942B93854462-658B67199928-X-8385645,Reydug,
SDN-942B97552203-658B38442198-X-377886,Baḩr Umm Surein,Bahr Umm Surein
SDN-942B51960613-658B15786683-X-6983223,Az Zedāb,Az Zedāb
SDN-942B53073919-658B51731802-X-7026002,Ash Shēkh as Sidīq,Ash Shēkh as Sidīq
SDN-942B51960613-658B51623620-X-7026206,An Niwela,An Niwela
SDN-942B3923818-658B61371907-X-7754698,Murtanga,مرتنغأ
SDN-942B80268870-658B60481889-X-377558,El Bawaled,بولد
SDN-942B53073919-658B95748812-X-7029105,Qoda,قود
SDN-942B69992162-658B61272609-X-369832,Muaddir,مأدّر
SDN-942B1690804-658B90950158-X-375254,Gabera,
SDN-942B69992162-658B74043765-X-364067,Wad Rukhayş,ود رخيص
SDN-942B97861395-658B91404659-X-6979641,Aradebay,Aradebay
SDN-942B2883900-658B65143818-X-7029387,Banzaqa,بنزق
SDN-942B91082353-658B74850080-X-7033518,An Nasr,النسر
SDN-942B3923818-658B20729209-X-8384837,Anjiko,أنجكو
SDN-942B51960613-658B22792001-X-7026512,Ath Thawra,الثور
SDN-942B93854462-658B67199928-X-8385601,Aramta,
SDN-942B51960613-658B786718-X-7026542,Abu Ruweshid,Abu Ruweshid
SDN-942B51960613-658B15786683-X-6983225,Um Bōsha Aş Şiddiq,Um Bōsha Aş Şiddiq
SDN-942B97861395-658B90615655-X-7031457,Aj Jalaleib,Aj Jalaleib
SDN-942B82453041-658B19894577-X-379064,Al Qabr,القبر
SDN-942B11096066-658B61474799-X-378711,En Nafalab,النوفلاب
SDN-942B1690804-658B59643855-X-372397,Kimang Kergil,
SDN-942B93854462-658B64088994-X-372139,Korngonyok,كورنغونوك
SDN-942B97861395-658B65612712-X-372891,Kanyuro,كنيرو
SDN-942B51960613-658B15786683-X-7026291,Al Bişelāb,Al Bişelāb
SDN-942B11096066-658B16705481-X-374008,Hasaya,هسي
SDN-942B69992162-658B74043765-X-363554,Za‘afaya,زعفي
SDN-942B51960613-658B15786683-X-6983253,Um An Nimer,Um An Nimer
SDN-942B53073919-658B21898088-X-7026361,Kambu,كمب
SDN-942B53073919-658B95748812-X-7029259,Miqeţī,Miqeţī
SDN-942B51960613-658B21018606-X-374096,Hantub,هنتب
SDN-942B3923818-658B4724147-X-7750461,Basi,بس
SDN-942B80268870-658B60481889-X-443865,El Bawaled,El Jabrab
SDN-942B80268870-658B60481889-X-443865,El Bawaled,El Bawaled
SDN-942B97861395-658B17388764-X-373020,Kalendo,كلندو
SDN-942B1690804-658B73360873-X-367288,Shaqq al Bashām,شقّ البشام
SDN-942B51960613-658B15786683-X-7026273,Wad Sileman,Wad Sileman
SDN-942B11096066-658B38962047-X-6991647,Masara,مسر
SDN-942B80268870-658B49744868-X-443866,Bannaqa,بنّق
SDN-942B51960613-658B786718-X-365255,Umm Bigeik ‘Abd al Qādir,Umm Bigeik `Abd al Qadir
SDN-942B91082353-658B77704874-X-7033499,Taybat al Bilelāb,Taybat al Bilelāb
SDN-942B86275988-658B98104956-X-368208,Ragag,رغأغ
SDN-942B93854462-658B86266976-X-375675,Fagarila,فغأرجل
SDN-942B97861395-658B73116180-X-7029688,Baraya,بري
SDN-942B90817386-658B3360231-X-7024834,Qaryah Khamsah,قرية خمسة
SDN-942B88867350-658B88867350-X-370997,Mabeig,
SDN-942B2883900-658B27701575-X-379650,Al Baniyya,البنيّ
SDN-942B69992162-658B61272609-X-366967,Shuqayq,شقيق
SDN-942B93854462-658B86266976-X-364020,Wahed,واحد
SDN-942B11858188-658B18597122-X-374848,Ghuraydīyāt,غريديّات
SDN-942B69992162-658B74043765-X-365203,Umm Dama,أمّ دم
SDN-942B69992162-658B39799222-X-375448,Fassa,فسّ
SDN-942B53073919-658B51731802-X-364485,Umm ‘Uwayd,أمّ عويد
SDN-942B86275988-658B5901406-X-369519,Nabbāqah,نبّاقة
SDN-942B69992162-658B75251993-X-363429,Zurayqā’,زريقاء
SDN-942B11858188-658B15874813-X-378378,Ash Sharmah,الشرمة
SDN-942B97552203-658B38442198-X-366225,Tekkus,
SDN-942B80268870-658B60481889-X-443937,Deim esh Shab‘anab,Deim esh Shab‘anab
SDN-942B82453041-658B59248673-X-365623,Tumbruku,تمبرك
SDN-942B1690804-658B72074541-X-370057,Minamara,منمر
SDN-942B86275988-658B58223905-X-379731,Al Akhḑar,الأخضر
SDN-942B86275988-658B34506299-X-7041498,Firo,فرو
SDN-942B51960613-658B59992430-X-364979,Umm Ḩujayrah,أمّ حجيرة
SDN-942B51960613-658B15786683-X-7026321,Al Firejab Al Khawalda,Al Firejab Al Khawalda
SDN-942B97861395-658B15644153-X-372939,Kamrogia,كمروغإأ
SDN-942B86275988-658B34506299-X-7041496,Mora,مور
SDN-942B86275988-658B32902767-X-375650,Faiyu,فإي
SDN-942B97861395-658B73116180-X-7029701,Louarna,لوأرن
SDN-942B2883900-658B65143818-X-377120,Banzaqa,بنزق
SDN-942B93854462-658B84587935-X-8384962,Shuquq,شقق
SDN-942B53073919-658B31729364-X-370445,Markhah,مرخة
SDN-942B51960613-658B51623620-X-6983192,Beḑa,Beḑa
SDN-942B80268870-658B14038138-X-444071,Hillat Khalefa,Hillat Khalefa
SDN-942B97861395-658B90615655-X-7031466,Ad Duql,الدقل
SDN-942B51960613-658B15336674-X-379238,Al Khishem,الخشيم
SDN-942B51960613-658B59992430-X-7026169,Aj Jaghoghab,أج جغوغب
SDN-942B11858188-658B23760782-X-377793,Bandighew,مشراع بندغأ
SDN-942B97552203-658B67351362-X-363423,Zurq,زرق
SDN-942B89754425-658B47875980-X-365704,Trinkitat,ترنكتت
SDN-942B2883900-658B65143818-X-7029353,Jimmeza,Jimmeza
SDN-942B1690804-658B38017091-X-364123,Wad Jallāb,ود جلّاب
SDN-942B51960613-658B22792001-X-7026587,Addabba,أدّبّ
SDN-942B53073919-658B4455443-X-379510,Al Gedul,El Gedul
SDN-942B51960613-658B15786683-X-368392,Qannib,قنّب
SDN-942B69992162-658B39799222-X-365984,Tīnah,تينة
SDN-942B6749338-658B86158910-X-381188,Abatta,أبتّ
SDN-942B97552203-658B56170266-X-365264,Umm Bel,أم بل
SDN-942B3923818-658B75219108-X-8390077,Murula,
SDN-942B93854462-658B64088994-X-371800,Kurrur,كورّور
SDN-942B51960613-658B15336674-X-374247,Ḩamad an Nīl,حمد النيل
SDN-942B53073919-658B51731802-X-6991787,Hillat Hinesh,Hillat Hinesh
SDN-942B53073919-658B41183340-X-377232,Bordein,
SDN-942B90817386-658B3360231-X-7024839,Qaryah Sab‘ah,قرية سبعة
SDN-942B51960613-658B59992430-X-364149,Wad Ḩamadnā Allāh,ود حمدنا الله
SDN-942B97861395-658B29973886-X-379073,Al Oddaiya,الودّإي
SDN-942B69992162-658B74043765-X-379466,Al Hageina as Suq,El Hageina es Suq;El Hageina
SDN-942B53073919-658B4455443-X-364549,Umm Seraih,أمّ صريح
SDN-942B51960613-658B22792001-X-7026598,Kambu,كمب
SDN-942B97552203-658B38442198-X-373711,Ḩumaydān,حميدان
SDN-942B11858188-658B96645241-X-365380,Umm ‘Adara,أمّ عدر
SDN-942B51960613-658B15786683-X-7026288,Wad Shummu,ود شمّ
SDN-942B3923818-658B82603768-X-8384732,Jabal Kumodo,جبل كمودو
SDN-942B51960613-658B77015060-X-373791,Horog,هوروغ
SDN-942B53073919-658B51731802-X-368497,Qabub,قبب
SDN-942B97552203-658B56170266-X-375181,Galusa,غألس
SDN-942B11096066-658B16705481-X-368429,Qawz al Markh,قوز المرخ
SDN-942B53073919-658B47689734-X-370412,Maryam,مريم
SDN-942B11096066-658B55709038-X-6992157,Al Lahamba aj Jam Onab,اللهمب أج جم ونب
SDN-942B93854462-658B64088994-X-8385243,Hagar Nuna,
SDN-942B6749338-658B86158910-X-380872,Abu Hagar,أب هغأر
SDN-942B6749338-658B86158910-X-378756,Anguri,أنغأر
SDN-942B53073919-658B51731802-X-379933,Aḩmad al Fakī Muḩammad,أحمد الفكي محمّد
SDN-942B69992162-658B39799222-X-379525,Al Furay‘,الفريع
SDN-942B69992162-658B39799222-X-379525,Al Furay‘,الفريع
SDN-942B97861395-658B16224294-X-371111,Luba,لب
SDN-942B51960613-658B59992430-X-369346,Nasurab,نسرب
SDN-942B97861395-658B26539632-X-364893,Umm Kowaro,أمّ كوورو
SDN-942B69992162-658B61272609-X-377339,Birkah,بركة
SDN-942B86275988-658B42232983-X-375422,Fawar,فور
SDN-942B51960613-658B15786683-X-364190,Wad Burayqah,ود بريقة
SDN-942B51960613-658B77015060-X-373099,Kaḩlī Zaydān,كحلي زيدان
SDN-942B53073919-658B44321525-X-7028830,Ash Shurrak,الشرّك
SDN-942B53073919-658B44321525-X-7028830,Ash Shurrak,الشرّك
SDN-942B2883900-658B65201614-X-371105,Lubayn,لبين
SDN-942B93854462-658B86266976-X-378588,Aramta,
SDN-942B53073919-658B13785953-X-371760,Kosti,كوستي
SDN-942B97861395-658B34195442-X-372435,Kiddu,كدّ
SDN-942B80268870-658B49744868-X-443868,El Ghadoora,El Ghadoora
SDN-942B11096066-658B55709038-X-367503,Sayyāl al Fakī Sa‘d,سيّال الفكي سعد
SDN-942B11096066-658B61474799-X-411157,Karan,كرن
SDN-942B88867350-658B88867350-X-7663429,Wonchoi,
SDN-942B53073919-658B4455443-X-380611,Abū Rakhia,أبو رخأ
SDN-942B3923818-658B61371907-X-7754684,Mura,مر
SDN-942B69992162-658B5492704-X-373170,Kadādah,كدادة
SDN-942B97861395-658B72272794-X-365562,Turgin,ترغإن
SDN-942B53073919-658B41183340-X-378375,Ash Shawal,الشول
SDN-942B3923818-658B75219108-X-372756,Kasoleri,
SDN-942B93854462-658B54406774-X-8385317,Jamsanga,جمسنغأ
SDN-942B69992162-658B61272609-X-367265,Sharafah,شرفة
SDN-942B80268870-658B49744868-X-444015,Hillat el Fiqerab,Hillat el Fiqerab
SDN-942B51960613-658B59992430-X-375201,Galahib,غألهب
SDN-942B97861395-658B5321418-X-7031440,Umm Shanashil,أمّ شنشل
SDN-942B93854462-658B86266976-X-366162,Terchana,
SDN-942B53073919-658B31729364-X-7026073,Hijelīja,Hijelīja
SDN-942B6749338-658B87167729-X-366793,Sonki East,سنكي
SDN-942B90817386-658B40295097-X-366941,Shuwak,شوك
SDN-942B90817386-658B40295097-X-366941,Shuwak,
SDN-942B3923818-658B82603768-X-8385210,Mundero,
SDN-942B69992162-658B39799222-X-374923,Ghabshān,غبشان
SDN-942B1690804-658B90950158-X-375016,Geidri,
SDN-942B11096066-658B16705481-X-378356,Hillat ash Shiqela,الشقيلة
SDN-942B91082353-658B90307628-X-370088,Midlan,مدلن
SDN-942B51960613-658B51623620-X-375891,El Gimei‘abi,El Gimei`abi
SDN-942B11096066-658B61474799-X-444005,Hillat Wad Abu Reda,Hillat Wad Abu Reda
SDN-942B11096066-658B38962047-X-364317,Wad ad Dagal,ود الدغأل
SDN-942B86275988-658B34506299-X-7037221,Fantaga,فنتغأ
SDN-942B91082353-658B75701613-X-7031710,But,بوط
SDN-942B97861395-658B90615655-X-8313418,Kinderma,
SDN-942B80268870-658B60481889-X-444013,Hillat Wad Hamid esh Shayqiya,Hillat Wad Hamid esh Shayqiya
SDN-942B90817386-658B6286402-X-7024498,Hillat Rerah,Hillat Rerah
SDN-942B51960613-658B786718-X-7026534,Wad Alamin,ود ألمن
SDN-942B97861395-658B73116180-X-7029623,Kodring,كودرنغ
SDN-942B51960613-658B22792001-X-374852,Ghinewa,غنيوة
SDN-942B2883900-658B55313236-X-7029302,Kiḑebāt,Kiḑebāt
SDN-942B91082353-658B74850080-X-7033508,Nimir,نمر
SDN-942B53073919-658B47689734-X-379100,Al Milḩ,الملح
SDN-942B69992162-658B37119158-X-367598,Sarār Khayl,سرار خيل
SDN-942B97861395-658B73116180-X-7029690,Qardud Aris,قردد أرس
SDN-942B91082353-658B282942-X-372027,Kudul,كدل
SDN-942B97861395-658B53081734-X-7031617,Wad al Milesi,Wad al Milesi
SDN-942B51960613-658B21018606-X-374868,Ghosbiya,غوسبي
SDN-942B97552203-658B56170266-X-369781,Muḩammadayn,محمّدين
SDN-942B6749338-658B87589856-X-379748,Al ‘Affaḍ,Al `Affad
SDN-942B97861395-658B65612712-X-372698,Kawdah,كودة
SDN-942B97552203-658B56170266-X-374197,Hamdan,همدن
SDN-942B69992162-658B75251993-X-366711,Sukayrānah,سكيرانة
SDN-942B11858188-658B98733817-X-370092,Midaqq,مدقّ
SDN-942B69992162-658B39799222-X-370800,Majrūr,مجرور
SDN-942B97552203-658B90411134-X-375621,Fakī Hūd,فكي هود
SDN-942B80268870-658B49744868-X-7023797,Kijayna,كجين
SDN-942B97861395-658B34195442-X-434475,Abu Seba,Abu Seba;Abu Seiba
SDN-942B80268870-658B60481889-X-443863,El Jabrab,El Jabrab
SDN-942B80268870-658B14038138-X-444081,Hillat Shootak,هلّة شوّتك
SDN-942B53073919-658B95748812-X-380583,Abu Rukba,أب ركب
SDN-942B86275988-658B15910067-X-7041154,Limo,
SDN-942B51960613-658B59992430-X-380091,‘Adlān Godat,عدلان غودت
SDN-942B82453041-658B49381066-X-366318,Tawur,تور
SDN-942B53073919-658B31729364-X-7026331,Zanqo,زنقو
SDN-942B51960613-658B15786683-X-6991769,Hillat aj Jamalor,هلّة أج جملور
SDN-942B93854462-658B86266976-X-371845,Kurgo,كرغو
SDN-942B69992162-658B74043765-X-374475,Habiko,هبكو
SDN-942B97552203-658B65520291-X-380348,Abū Zabad,أبو زبد
SDN-942B69992162-658B74043765-X-7029118,Al Fāwa Al ‘Ireqāt,Al Fāwa Al ‘Ireqāt
SDN-942B69992162-658B39799222-X-378016,Azḩaf,أزحف
SDN-942B91082353-658B282942-X-371746,Kutukunleiri,
SDN-942B91082353-658B282942-X-377671,Barfa,برف
SDN-942B53073919-658B51731802-X-7026062,Kambu,كمب
SDN-942B51960613-658B15786683-X-6983184,An Niliyya,النليّ
SDN-942B80268870-658B49744868-X-379411,Hosh Wad Banaqa,هوش ود بنق
SDN-942B80268870-658B42379236-X-379523,El Fereikha & El Haffab,الفريخة
SDN-942B69992162-658B5492704-X-364550,Umm Sūqah,أمّ سوقة
SDN-942B69992162-658B39799222-X-365214,Umm Dabbūs,أمّ دبّوس
SDN-942B69992162-658B83593835-X-365215,Umm Dabbī,أمّ دبّي
SDN-942B51960613-658B51623620-X-6991657,Mahala al Hasanab,مهلة الحسناب
SDN-942B93854462-658B84587935-X-368487,Gafala,غأفل
SDN-942B93854462-658B86266976-X-369654,Murli,
SDN-942B53073919-658B44321525-X-364878,Um Kuweka,أمّ كويكة
SDN-942B69992162-658B39799222-X-369616,Mus‘ad,مسعد
SDN-942B97552203-658B56170266-X-380978,Abū Daql,أبو دقل
SDN-942B51960613-658B786718-X-7026540,Wad al Masallami,ود المسلّم
SDN-942B97861395-658B48438192-X-366563,Tabuli,تبل
SDN-942B1690804-658B84287182-X-7751520,Lababis,لببس
SDN-942B80268870-658B49744868-X-443867,El ‘Amaren,El ‘Amaren
SDN-942B3923818-658B75219108-X-376088,Duri,دورّ
SDN-942B80268870-658B14038138-X-444134,El Gibrab,El Gibrab
SDN-942B97861395-658B17388764-X-8249912,Tongado,تونغأدو
SDN-942B80268870-658B30942172-X-380577,Abū Rumaylah,أبو رميلة
SDN-942B80268870-658B49244776-X-377984,Az Zuwayrah,الزويرة
SDN-942B51960613-658B77015060-X-379517,Al Gara,الغأر
SDN-942B1690804-658B94495956-X-377148,Bulgar,بلغأر
SDN-942B53073919-658B4455443-X-7029205,Abu Niwer,Abu Niwer
SDN-942B2883900-658B61672055-X-377363,Birak,برك
SDN-942B97861395-658B73116180-X-7031426,Al Murra,المرّ
SDN-942B86275988-658B76353347-X-370172,Menawashei,منواشي
SDN-942B11096066-658B55709038-X-6992321,Farig Hasab Alla Wad Soleiman,Farig Hasab Alla Wad Soleiman
SDN-942B2883900-658B84828509-X-380765,Abū Jaylī,أبو جيلي
SDN-942B51960613-658B22792001-X-7026507,Wad an Nibeḩi,Wad an Nibeḩi
SDN-942B51960613-658B51623620-X-366753,As Sidera Ash Sharqiya,السديرة
SDN-942B86275988-658B65348086-X-368424,Qawz Baya,قوز بي
SDN-942B97552203-658B38442198-X-380926,Abū Fawaghi,أبو فوغ
SDN-942B51960613-658B59992430-X-375695,Fadniya,فدني
SDN-942B97861395-658B15644153-X-7029448,Mayyalat,ميّلت
SDN-942B53073919-658B44321525-X-367203,Shawa,شو
SDN-942B51960613-658B15336674-X-7026695,An Nifediyya,An Nifediyya
SDN-942B53073919-658B95748812-X-7029144,Kitra,كتر
SDN-942B93854462-658B86266976-X-376130,Dumei,
SDN-942B86275988-658B42232983-X-372050,Kubbī,كبّي
SDN-942B93854462-658B79993469-X-8392208,Merise,
SDN-942B51960613-658B59992430-X-375229,Gad el Kabim,
SDN-942B51960613-658B59992430-X-7026257,Ash Sharafa Al Fōq,Ash Sharafa Al Fōq
SDN-942B11096066-658B16705481-X-367661,Sandudab,سنددب
SDN-942B11096066-658B61474799-X-380162,Ad Dawwab,الدوّب
SDN-942B80268870-658B49744868-X-443962,Hillat es Simemit,Hillat es Simemit
SDN-942B97861395-658B15644153-X-377707,Barakīyah,بركيّة
SDN-942B53073919-658B41183340-X-378491,Ar Raḩmānīyah,الرحمانيّة
SDN-942B80268870-658B42379236-X-375171,Gambarat,غأمبرت
SDN-942B97861395-658B65612712-X-379181,Alleira,
SDN-942B86275988-658B58223905-X-379559,El Far,الفأر
SDN-942B53073919-658B95748812-X-7029111,Karmal Ballala,كرمل بلّل
SDN-942B93854462-658B64088994-X-370588,Mangonyo,منغونيو
SDN-942B11858188-658B18841904-X-377818,Balos,بلوس
SDN-942B93854462-658B79993469-X-8390130,Jagi,
SDN-942B97552203-658B7044114-X-368342,Qurād,قراد
SDN-942B80268870-658B49744868-X-376018,Ed Dowyab,Ed Dowyab
SDN-942B51960613-658B15786683-X-6983286,Khilef,Khilef
SDN-942B2883900-658B61672055-X-366737,Suffara ad Dahra,سفّر الدهر
SDN-942B91082353-658B90307628-X-375580,Famideru,
SDN-942B97552203-658B7044114-X-365453,‘Ujaymī,عجيمي
SDN-942B1690804-658B26042026-X-364801,Umm Qafalah,أمّ قفلة
SDN-942B97861395-658B73116180-X-7029660,Hillat Ashshekh Isma‘il,Hillat Ashshekh Isma‘il
SDN-942B91082353-658B282942-X-368744,Onsa,ونس
